master_id,type_abbr,name_ja,name_en,name_tw
1731,BBV,北方水姫-壊,Northern Water Princess Damaged,北方水姫-壞
1732,BBV,北方水姫-壊,Northern Water Princess Damaged II,北方水姫-壞
1733,BBV,北方水姫-壊,Northern Water Princess Damaged III,北方水姫-壞
1734,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Elite,
1735,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Flagship,
1736,SS,潜水新棲姫,New Submarine Princess Flagship,潛水新棲姫
1737,SS,潜水新棲姫,New Submarine Princess Flagship II,潛水新棲姫
1738,SS,潜水新棲姫,New Submarine Princess Flagship III,潛水新棲姫
1739,DD,駆逐ナ級,Destroyer Na-Class,
1740,DD,駆逐ナ級,Destroyer Na-Class Elite,
1741,DD,駆逐ナ級,Destroyer Na-Class Flagship,
1742,DD,駆逐ナ級後期型,Destroyer Na-Class Late Model,
1743,DD,駆逐ナ級後期型,Destroyer Na-Class Late Model Elite,
1744,DD,駆逐ナ級後期型,Destroyer Na-Class Late Model Flagship,
1745,BBV,戦艦仏棲姫,French Battleship Princess,戰艦佛棲姫
1746,BBV,戦艦仏棲姫,French Battleship Princess II,戰艦佛棲姫
1747,BBV,戦艦仏棲姫,French Battleship Princess III,戰艦佛棲姫
1748,BBV,戦艦仏棲姫-壊,French Battleship Princess Damaged,戰艦佛棲姫-壞
1749,BBV,戦艦仏棲姫-壊,French Battleship Princess Damaged II,戰艦佛棲姫-壞
1750,BBV,戦艦仏棲姫-壊,French Battleship Princess Damaged III,戰艦佛棲姫-壞
1751,CV,空母夏鬼,Aircraft Carrier Summer Demon,空母夏鬼
1752,CV,空母夏姫,Aircraft Carrier Summer Princess,空母夏姫
1753,BBV,集積地夏姫,Supply Depot Summer Princess,集積地夏姫
1754,BBV,集積地夏姫,Supply Depot Summer Princess II,集積地夏姫
1755,BBV,欧州棲姫,European Princess,歐洲棲姫
1756,BBV,欧州棲姫,European Princess II,歐洲棲姫
1757,BBV,欧州棲姫,European Princess III,歐洲棲姫
1758,BBV,欧州棲姫-壊,European Princess Damaged,歐洲棲姫-壞
1759,BBV,欧州棲姫-壊,European Princess Damaged II,歐洲棲姫-壞
1760,BBV,欧州棲姫-壊,European Princess Damaged III,歐洲棲姫-壞
1761,CAV,重巡ネ級,Heavy Cruiser Ne-Class Flagship,
1762,CVL,軽母ヌ級,Light Carrier Nu-Class Elite II,
1763,CVL,軽母ヌ級,Light Carrier Nu-Class Flagship II,
1764,CVL,軽母ヌ級,Light Carrier Nu-Class Flagship III,
1765,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Elite II,
1766,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Flagship II,
1767,BBV,海峡夜棲姫,Night Strait Princesses,海峽夜棲姫
1768,BBV,海峡夜棲姫,Night Strait Princesses II,海峽夜棲姫
1769,BBV,海峡夜棲姫,Night Strait Princesses III,海峽夜棲姫
1770,BBV,海峡夜棲姫-壊,Night Strait Princesses Damaged,海峽夜棲姫-壞
1771,BBV,海峡夜棲姫-壊,Night Strait Princesses Damaged II,海峽夜棲姫-壞
1772,BBV,海峡夜棲姫-壊,Night Strait Princesses Damaged III,海峽夜棲姫-壞
1773,BBV,防空埋護姫,Entombed Anti-Air Guardian Princess,防空埋護姫
1774,BBV,防空埋護姫,Entombed Anti-Air Guardian Princess II,防空埋護姫
1775,BBV,防空埋護姫,Entombed Anti-Air Guardian Princess III,防空埋護姫
1776,CVL,軽母ヌ級,Light Carrier Nu-Class Elite III,
1777,CVL,軽母ヌ級,Light Carrier Nu-Class Elite IV,
1778,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Elite III,
1779,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Flagship III,
1780,CVL,軽母ヌ級改,Light Carrier Nu-Class Kai Flagship IV,
1781,CV,空母棲姫,Aircraft Carrier Princess III,空母棲姫
1782,CV,空母棲姫,Aircraft Carrier Princess IV,空母棲姫
1783,CVL,護衛棲水姫,Escort Water Princess,護衞棲水姫
1784,CVL,護衛棲水姫,Escort Water Princess II,護衞棲水姫
1785,CVL,護衛棲水姫,Escort Water Princess III,護衞棲水姫
1786,CVL,護衛棲水姫-壊,Escort Water Princess Damaged,護衞棲水姫-壞
1787,CVL,護衛棲水姫-壊,Escort Water Princess Damaged II,護衞棲水姫-壞
1788,CVL,護衛棲水姫-壊,Escort Water Princess Damaged III,護衞棲水姫-壞
1789,SS,潜水新棲姫,New Submarine Princess Flagship IV,潛水新棲姫
1790,BB,戦艦棲姫改,Battleship Princess Kai,戰艦棲姫改
1791,BB,戦艦棲姫改,Battleship Princess Kai II,戰艦棲姫改
1792,BB,戦艦棲姫改,Battleship Princess Kai III,戰艦棲姫改
1793,BB,戦艦水鬼改,Battleship Water Demon Kai,戰艦水鬼改
1794,BB,戦艦水鬼改,Battleship Water Demon Kai II,戰艦水鬼改
1795,BB,戦艦水鬼改,Battleship Water Demon Kai III,戰艦水鬼改
1796,BB,戦艦水鬼改-壊,Battleship Water Demon Kai Damaged,戰艦水鬼改-壞
1797,BB,戦艦水鬼改-壊,Battleship Water Demon Kai Damaged II,戰艦水鬼改-壞
1798,BB,戦艦水鬼改-壊,Battleship Water Demon Kai Damaged III,戰艦水鬼改-壞
1799,CV,深海鶴棲姫,Abyssal Crane Princess,深海鶴棲姫
1800,CV,深海鶴棲姫,Abyssal Crane Princess II,深海鶴棲姫
1801,CV,深海鶴棲姫,Abyssal Crane Princess III,深海鶴棲姫
1802,CV,深海鶴棲姫-壊,Abyssal Crane Princess Damaged,深海鶴棲姫-壞
1803,CV,深海鶴棲姫-壊,Abyssal Crane Princess Damaged II,深海鶴棲姫-壞
1804,CV,深海鶴棲姫-壊,Abyssal Crane Princess Damaged III,深海鶴棲姫-壞
1805,SS,潜水新棲姫 バカンスmode,New Submarine Princess Vacation Mode Flagship,
1806,SS,潜水新棲姫 バカンスmode,New Submarine Princess Vacation Mode Flagship II,
1807,SS,潜水新棲姫 バカンスmode,New Submarine Princess Vacation Mode Flagship III,
1808,SS,潜水新棲姫 バカンスmode,New Submarine Princess Vacation Mode Flagship IV,
1809,BBV,集積地棲姫 バカンスmode,Supply Depot Princess Vacation Mode,
1810,BBV,集積地棲姫 バカンスmode,Supply Depot Princess Vacation Mode II,
1811,BBV,集積地棲姫 バカンスmode,Supply Depot Princess Vacation Mode III,
1812,BB,集積地棲姫 バカンスmode-壊,Supply Depot Princess Vacation Mode Damaged,
1813,BB,集積地棲姫 バカンスmode-壊,Supply Depot Princess Vacation Mode Damaged II,
1814,BB,集積地棲姫 バカンスmode-壊,Supply Depot Princess Vacation Mode Damaged III,
1815,BBV,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode,
1816,BBV,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode II,
1817,BBV,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode III,
1818,BB,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode IV,
1819,BB,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode V,
1820,BB,泊地水鬼 バカンスmode,Anchorage Water Demon Vacation Mode VI,
1821,CVL,護衛独還姫,German Escort Princess,護衞獨還姫
1822,CVL,護衛独還姫,German Escort Princess II,護衞獨還姫
1823,CVL,護衛独還姫,German Escort Princess III,護衞獨還姫
1824,CVL,護衛独還姫-壊,German Escort Princess Damaged,護衞獨還姫-壞
1825,CVL,護衛独還姫-壊,German Escort Princess Damaged II,護衞獨還姫-壞
1826,CVL,護衛独還姫-壊,German Escort Princess Damaged III,護衞獨還姫-壞
1827,DD,船渠棲姫,Dock Princess,船渠棲姫
1828,DD,船渠棲姫,Dock Princess II,船渠棲姫
1829,DD,船渠棲姫,Dock Princess III,船渠棲姫
1830,DD,船渠棲姫-壊,Dock Princess Damaged,船渠棲姫-壞
1831,DD,船渠棲姫-壊,Dock Princess Damaged II,船渠棲姫-壞
1832,DD,船渠棲姫-壊,Dock Princess Damaged III,船渠棲姫-壞
1834,BBV,戦艦仏棲姫 バカンスmode,French Battleship Princess Vacation Mode,
1835,BBV,戦艦仏棲姫 バカンスmode,French Battleship Princess Vacation Mode II,
1836,BBV,戦艦仏棲姫 バカンスmode,French Battleship Princess Vacation Mode III,
1837,BBV,戦艦仏棲姫-壊 バカンスmode,French Battleship Princess Vacation Mode Damaged,
1838,BBV,戦艦仏棲姫-壊 バカンスmode,French Battleship Princess Vacation Mode Damaged II,
1839,BBV,戦艦仏棲姫-壊 バカンスmode,French Battleship Princess Vacation Mode Damaged III,
1840,BBV,欧州水姫,European Water Princess,歐洲水姫
1841,BBV,欧州水姫,European Water Princess II,歐洲水姫
1842,BBV,欧州水姫,European Water Princess III,歐洲水姫
1843,BBV,欧州水姫-壊,European Water Princess Damaged,歐洲水姫-壞
1844,BBV,欧州水姫-壊,European Water Princess Damaged II,歐洲水姫-壞
1845,BBV,欧州水姫-壊,European Water Princess Damaged III,歐洲水姫-壞
1846,DD,深海雨雲姫,Abyssal Nimbus Princess,深海雨雲姫
1847,DD,深海雨雲姫,Abyssal Nimbus Princess II,深海雨雲姫
1848,DD,深海雨雲姫,Abyssal Nimbus Princess III,深海雨雲姫
1849,DD,深海雨雲姫-壊,Abyssal Nimbus Princess Damaged,深海雨雲姫-壞
1850,DD,深海雨雲姫-壊,Abyssal Nimbus Princess Damaged II,深海雨雲姫-壞
1851,DD,深海雨雲姫-壊,Abyssal Nimbus Princess Damaged III,深海雨雲姫-壞
1852,AV,深海日棲姫,Abyssal Sun Princess,深海日棲姫
1853,AV,深海日棲姫,Abyssal Sun Princess II,深海日棲姫
1854,AV,深海日棲姫,Abyssal Sun Princess III,深海日棲姫
1855,AV,深海日棲姫-壊,Abyssal Sun Princess Damaged,深海日棲姫-壞
1856,AV,深海日棲姫-壊,Abyssal Sun Princess Damaged II,深海日棲姫-壞
1857,AV,深海日棲姫-壊,Abyssal Sun Princess Damaged III,深海日棲姫-壞
1858,DD,駆逐ニ級改,Destroyer Ni-Class Kai,
1859,DD,駆逐ニ級改後期型,Destroyer Ni-Class Kai Late Model,
1860,DD,駆逐ニ級改後期型,Destroyer Ni-Class Kai Late Model Elite,
1861,DD,駆逐ニ級改後期型,Destroyer Ni-Class Kai Late Model Flagship,
1862,CL,軽巡ツ級,Light Cruiser Tsu-Class Flagship,
1863,CA,重巡棲姫,Heavy Cruiser Princess VII,重巡棲姫
1864,CA,重巡棲姫,Heavy Cruiser Princess VIII,重巡棲姫
1865,BBV,北方棲妹,Northern Little Sister,北方棲妹
1866,BBV,北方棲妹,Northern Little Sister II,北方棲妹
1867,BBV,北方棲妹,Northern Little Sister III,北方棲妹
1868,BBV,北方棲妹-壊,Northern Little Sister Damaged,北方棲妹-壞
1869,BBV,北方棲妹-壊,Northern Little Sister Damaged II,北方棲妹-壞
1870,BBV,北方棲妹-壊,Northern Little Sister Damaged III,北方棲妹-壞
1871,BB,太平洋深海棲姫,Abyssal Pacific Princess,太平洋深海棲姫
1872,BB,太平洋深海棲姫,Abyssal Pacific Princess II,太平洋深海棲姫
1873,BB,太平洋深海棲姫,Abyssal Pacific Princess III,太平洋深海棲姫
1874,BB,太平洋深海棲姫-壊,Abyssal Pacific Princess Damaged,太平洋深海棲姫-壞
1875,BB,太平洋深海棲姫-壊,Abyssal Pacific Princess Damaged II,太平洋深海棲姫-壞
1876,BB,太平洋深海棲姫-壊,Abyssal Pacific Princess Damaged III,太平洋深海棲姫-壞
1877,CL,深海地中海棲姫,Abyssal Mediterranean Princess,深海地中海棲姫
1878,CL,深海地中海棲姫,Abyssal Mediterranean Princess II,深海地中海棲姫
1879,CL,深海地中海棲姫,Abyssal Mediterranean Princess III,深海地中海棲姫
1880,CL,深海地中海棲姫-壊,Abyssal Mediterranean Princess Damaged,深海地中海棲姫-壞
1881,CL,深海地中海棲姫-壊,Abyssal Mediterranean Princess Damaged II,深海地中海棲姫-壞
1882,CL,深海地中海棲姫-壊,Abyssal Mediterranean Princess Damaged III,深海地中海棲姫-壞
1883,DD,アンツィオ沖棲姫,Anzio Princess,
1884,DD,アンツィオ沖棲姫,Anzio Princess II,
1885,DD,アンツィオ沖棲姫,Anzio Princess III,
1886,DD,アンツィオ沖棲姫-壊,Anzio Princess Damaged,
1887,DD,アンツィオ沖棲姫-壊,Anzio Princess Damaged II,
1888,DD,アンツィオ沖棲姫-壊,Anzio Princess Damaged III,
1889,BBV,飛行場姫,Airfield Princess VIII,飛行場姫
1890,BBV,飛行場姫,Airfield Princess IX,飛行場姫
1891,BBV,飛行場姫,Airfield Princess X,飛行場姫
1892,BBV,飛行場姫,Airfield Princess XI,飛行場姫
1893,BBV,飛行場姫,Airfield Princess XII,飛行場姫
1894,BBV,飛行場姫,Airfield Princess XIII,飛行場姫
1895,CA,重巡ネ級改,Heavy Cruiser Ne-Class Kai,
1896,CA,重巡ネ級改,Heavy Cruiser Ne-Class Kai II,
